subscription_id,user_id,subscription_start_date,plan_tier,monthly_revenue,billing_cycle,is_active
S001911,U004987,2025-12-18,Pro,12.99,Monthly,False
S001912,U004992,2025-12-05,Pro,14.99,Monthly,False
S001913,U004994,2025-05-22,Pro,14.99,Monthly,True
S001914,U004996,2025-11-24,Pro,14.99,Monthly,False
S001915,U004999,2025-02-25,Pro,19.99,Annual,False
S001916,U005000,2024-07-01,Pro,14.99,Monthly,False
S001917,U005003,2024-03-19,Pro,14.99,Monthly,True
S001918,U005005,2025-11-17,Pro,14.99,Monthly,True
S001919,U005008,2025-05-29,Family,29.99,Annual,False
S001920,U005011,2024-04-03,Pro,19.99,Monthly,False
S001921,U005015,2025-01-06,Pro,14.99,Monthly,False
S001922,U005016,2024-11-12,Pro,19.99,Monthly,True
S001923,U005019,2024-09-18,Pro,19.99,Monthly,False
S001924,U005023,2025-03-14,Pro,14.99,Monthly,True
S001925,U005024,2024-09-21,Pro,14.99,Monthly,True
S001926,U005025,2024-04-10,Family,29.99,Monthly,False
S001927,U005027,2025-04-28,Pro,19.99,Annual,False
S001928,U005032,2025-04-30,Pro,14.99,Monthly,False
S001929,U005035,2025-06-13,Pro,19.99,Monthly,False
S001930,U005039,2025-03-22,Pro,14.99,Annual,True
S001931,U005041,2024-02-18,Pro,12.99,Monthly,True
S001932,U005043,2025-07-24,Family,29.99,Monthly,True
S001933,U005044,2024-01-25,Pro,12.99,Monthly,False
S001934,U005046,2025-10-19,Pro,14.99,Annual,True
S001935,U005049,2024-12-08,Pro,19.99,Annual,True
S001936,U005051,2025-08-18,Pro,12.99,Monthly,True
S001937,U005052,2024-08-22,Pro,19.99,Annual,False
S001938,U005055,2025-05-22,Family,19.99,Monthly,True
S001939,U005058,2024-03-30,Pro,12.99,Monthly,False
S001940,U005061,2025-01-03,Pro,19.99,Monthly,True
S001941,U005062,2025-08-15,Family,29.99,Monthly,False
S001942,U005063,2025-10-15,Pro,14.99,Annual,False
S001943,U005068,2025-04-26,Pro,19.99,Monthly,False
S001944,U005070,2024-05-10,Family,24.99,Monthly,False
S001945,U005071,2025-12-03,Family,29.99,Annual,True
S001946,U005076,2025-10-29,Family,29.99,Monthly,True
S001947,U005080,2025-02-16,Family,24.99,Annual,False
S001948,U005082,2024-05-13,Pro,19.99,Monthly,True
S001949,U005084,2024-07-02,Pro,14.99,Annual,False
S001950,U005085,2025-06-02,Family,29.99,Annual,False
S001951,U005086,2024-06-16,Family,24.99,Monthly,True
S001952,U005090,2025-10-06,Family,19.99,Annual,False
S001953,U005092,2024-08-09,Pro,19.99,Monthly,True
S001954,U005093,2024-05-20,Pro,12.99,Annual,False
S001955,U005094,2025-02-24,Pro,14.99,Monthly,False
S001956,U005098,2025-01-08,Pro,19.99,Monthly,False
S001957,U005100,2025-03-28,Pro,12.99,Monthly,True
S001958,U005101,2024-02-28,Pro,12.99,Monthly,False
S001959,U005102,2025-11-16,Pro,14.99,Monthly,True
S001960,U005109,2025-09-15,Pro,14.99,Monthly,False
S001961,U005110,2025-06-19,Pro,12.99,Monthly,False
S001962,U005112,2025-06-11,Family,19.99,Monthly,False
S001963,U005114,2025-07-18,Pro,19.99,Monthly,True
S001964,U005117,2025-04-25,Family,24.99,Monthly,True
S001965,U005119,2025-06-13,Pro,14.99,Monthly,True
S001966,U005120,2025-06-21,Pro,19.99,Annual,True
S001967,U005121,2024-07-25,Family,24.99,Monthly,False
S001968,U005124,2024-07-17,Family,29.99,Monthly,True
S001969,U005125,2024-06-02,Pro,14.99,Monthly,True
S001970,U005131,2024-12-22,Pro,12.99,Monthly,False
S001971,U005132,2025-06-28,Pro,14.99,Monthly,True
S001972,U005134,2025-03-25,Pro,19.99,Monthly,False
S001973,U005136,2026-01-16,Family,29.99,Annual,True
S001974,U005137,2024-09-21,Pro,14.99,Annual,True
S001975,U005139,2025-03-01,Pro,12.99,Monthly,True
S001976,U005140,2025-01-24,Pro,14.99,Monthly,True
S001977,U005141,2024-11-26,Family,19.99,Monthly,True
S001978,U005143,2024-06-11,Family,19.99,Annual,True
S001979,U005144,2024-06-08,Family,24.99,Monthly,True
S001980,U005151,2025-08-21,Family,24.99,Monthly,True
S001981,U005154,2025-08-04,Pro,19.99,Annual,False
S001982,U005155,2025-11-10,Pro,19.99,Monthly,False
S001983,U005159,2025-11-06,Family,29.99,Annual,False
S001984,U005160,2024-11-28,Pro,19.99,Annual,False
S001985,U005161,2026-01-04,Pro,19.99,Annual,True
S001986,U005164,2024-06-17,Pro,14.99,Annual,False
S001987,U005168,2025-06-24,Family,29.99,Annual,False
S001988,U005170,2025-12-26,Pro,14.99,Monthly,False
S001989,U005171,2025-11-08,Family,24.99,Monthly,True
S001990,U005175,2025-01-31,Pro,14.99,Monthly,True
S001991,U005176,2025-09-01,Family,29.99,Annual,True
S001992,U005177,2025-06-13,Pro,12.99,Annual,False
S001993,U005179,2025-08-31,Pro,12.99,Annual,True
S001994,U005180,2025-11-26,Pro,19.99,Monthly,False
S001995,U005181,2026-01-21,Pro,14.99,Monthly,True
S001996,U005182,2025-04-01,Pro,19.99,Annual,False
S001997,U005186,2025-03-31,Family,19.99,Monthly,True
S001998,U005191,2025-02-26,Pro,19.99,Monthly,False
S001999,U005192,2024-07-04,Family,24.99,Monthly,True
S002000,U005193,2024-03-27,Pro,14.99,Annual,True
S002001,U005196,2024-09-01,Pro,19.99,Monthly,True
S002002,U005198,2024-06-30,Pro,19.99,Monthly,False
S002003,U005199,2024-11-14,Pro,19.99,Annual,True
S002004,U005200,2026-01-02,Pro,12.99,Monthly,True
S002005,U005203,2024-04-10,Pro,12.99,Monthly,True
S002006,U005204,2025-12-21,Pro,19.99,Monthly,True
S002007,U005207,2025-08-11,Family,29.99,Monthly,True
S002008,U005208,2024-02-19,Pro,19.99,Monthly,True
S002009,U005214,2025-08-08,Pro,19.99,Monthly,True
S002010,U005217,2025-08-24,Family,29.99,Monthly,False
S002011,U005218,2025-03-09,Pro,14.99,Monthly,True
S002012,U005221,2026-01-20,Family,24.99,Monthly,True
S002013,U005223,2025-12-29,Pro,14.99,Monthly,True
S002014,U005225,2024-03-04,Pro,19.99,Monthly,False
S002015,U005227,2025-02-18,Pro,19.99,Monthly,False
S002016,U005229,2026-01-06,Family,29.99,Monthly,False
S002017,U005230,2024-12-12,Pro,12.99,Monthly,False
S002018,U005232,2024-03-30,Pro,19.99,Monthly,False
S002019,U005233,2024-01-26,Pro,14.99,Monthly,True
S002020,U005241,2026-02-02,Pro,19.99,Monthly,False
S002021,U005243,2025-02-05,Pro,14.99,Monthly,False
S002022,U005247,2024-08-04,Pro,14.99,Monthly,False
S002023,U005248,2024-08-02,Pro,14.99,Monthly,True
S002024,U005251,2024-08-07,Pro,12.99,Monthly,True
S002025,U005256,2025-07-18,Pro,19.99,Monthly,False
S002026,U005260,2025-04-01,Pro,12.99,Monthly,True
S002027,U005263,2024-10-21,Pro,19.99,Annual,True
S002028,U005264,2024-06-15,Pro,12.99,Annual,False
S002029,U005269,2024-12-29,Family,19.99,Annual,False
S002030,U005274,2024-06-26,Pro,14.99,Monthly,False
S002031,U005275,2024-12-10,Pro,14.99,Monthly,False
S002032,U005276,2025-10-07,Pro,19.99,Monthly,True
S002033,U005277,2024-03-15,Pro,14.99,Annual,True
S002034,U005283,2025-08-18,Pro,12.99,Monthly,True
S002035,U005284,2025-08-17,Pro,19.99,Annual,False
S002036,U005288,2024-12-22,Family,24.99,Monthly,True
S002037,U005291,2024-07-18,Family,24.99,Monthly,True
S002038,U005292,2025-07-25,Pro,14.99,Annual,True
S002039,U005294,2025-06-16,Pro,14.99,Monthly,True
S002040,U005295,2024-07-09,Pro,14.99,Annual,True
S002041,U005296,2025-03-23,Pro,14.99,Annual,False
S002042,U005298,2025-08-01,Family,24.99,Monthly,True
S002043,U005301,2025-01-11,Pro,12.99,Annual,False
S002044,U005302,2024-08-30,Pro,14.99,Annual,True
S002045,U005303,2024-08-23,Pro,12.99,Annual,False
S002046,U005304,2025-12-14,Pro,14.99,Monthly,True
S002047,U005312,2025-05-28,Family,29.99,Annual,False
S002048,U005313,2025-08-26,Family,29.99,Monthly,False
S002049,U005316,2024-05-10,Pro,12.99,Monthly,False
S002050,U005317,2025-11-27,Pro,19.99,Monthly,True
S002051,U005319,2025-04-27,Family,24.99,Monthly,True
S002052,U005323,2025-10-18,Family,24.99,Annual,True
S002053,U005324,2024-10-10,Pro,14.99,Monthly,True
S002054,U005325,2024-03-12,Family,19.99,Monthly,False
S002055,U005327,2024-12-25,Pro,19.99,Monthly,True
S002056,U005330,2025-02-22,Family,29.99,Monthly,False
S002057,U005333,2024-11-01,Pro,12.99,Monthly,True
S002058,U005335,2025-06-26,Pro,19.99,Annual,True
S002059,U005337,2025-06-30,Family,24.99,Monthly,False
S002060,U005340,2025-06-19,Pro,14.99,Monthly,False
S002061,U005344,2024-08-12,Pro,12.99,Annual,True
S002062,U005345,2024-12-29,Family,29.99,Monthly,False
S002063,U005346,2025-06-24,Pro,19.99,Monthly,True
S002064,U005347,2024-04-21,Pro,19.99,Monthly,True
S002065,U005348,2024-04-15,Family,19.99,Monthly,False
S002066,U005353,2025-11-06,Family,19.99,Monthly,True
S002067,U005356,2025-12-12,Pro,19.99,Annual,True
S002068,U005361,2024-05-05,Pro,14.99,Annual,False
S002069,U005363,2025-07-28,Pro,14.99,Monthly,True
S002070,U005365,2025-04-19,Pro,12.99,Monthly,True
S002071,U005366,2025-11-05,Pro,14.99,Monthly,False
S002072,U005370,2024-03-02,Pro,19.99,Monthly,False
S002073,U005373,2024-03-10,Family,24.99,Monthly,False
S002074,U005376,2024-03-06,Pro,14.99,Monthly,False
S002075,U005377,2024-07-29,Pro,14.99,Monthly,True
S002076,U005379,2025-08-21,Pro,14.99,Monthly,True
S002077,U005380,2024-04-11,Pro,14.99,Monthly,True
S002078,U005385,2025-02-11,Pro,14.99,Annual,True
S002079,U005391,2024-02-28,Pro,19.99,Monthly,False
S002080,U005394,2024-05-15,Pro,12.99,Monthly,False
S002081,U005395,2025-07-31,Family,24.99,Monthly,False
S002082,U005396,2024-02-15,Pro,14.99,Monthly,False
S002083,U005397,2025-11-26,Family,29.99,Monthly,False
S002084,U005398,2025-11-03,Family,24.99,Annual,False
S002085,U005403,2024-04-17,Family,24.99,Monthly,True
S002086,U005404,2025-01-30,Pro,12.99,Monthly,True
S002087,U005405,2025-06-18,Pro,14.99,Annual,False
S002088,U005407,2024-11-03,Pro,14.99,Annual,False
S002089,U005410,2025-10-02,Pro,19.99,Monthly,False
S002090,U005412,2024-11-18,Pro,14.99,Monthly,True
S002091,U005415,2025-03-03,Pro,14.99,Monthly,True
S002092,U005420,2025-07-08,Pro,14.99,Monthly,True
S002093,U005421,2024-09-01,Pro,19.99,Monthly,True
S002094,U005432,2024-02-13,Pro,14.99,Monthly,True
S002095,U005433,2025-08-03,Family,29.99,Monthly,False
S002096,U005436,2024-06-06,Family,29.99,Annual,True
S002097,U005444,2024-04-22,Pro,14.99,Monthly,False
S002098,U005445,2024-12-07,Family,29.99,Monthly,True
S002099,U005446,2024-09-06,Pro,14.99,Monthly,True
S002100,U005448,2024-09-03,Family,29.99,Annual,True
S002101,U005449,2025-03-08,Family,29.99,Annual,True
S002102,U005453,2024-07-16,Pro,14.99,Monthly,True
S002103,U005454,2024-07-24,Pro,14.99,Monthly,False
S002104,U005455,2024-09-10,Pro,14.99,Monthly,True
S002105,U005459,2024-05-21,Pro,14.99,Monthly,False
S002106,U005461,2025-12-02,Family,19.99,Monthly,True
S002107,U005462,2025-09-03,Pro,14.99,Monthly,False
S002108,U005463,2024-03-20,Family,29.99,Monthly,False
S002109,U005464,2025-07-30,Family,29.99,Monthly,True
S002110,U005466,2025-11-19,Family,29.99,Monthly,False
S002111,U005469,2024-11-27,Family,24.99,Monthly,False
S002112,U005473,2024-04-21,Pro,12.99,Annual,True
S002113,U005475,2025-09-24,Pro,14.99,Monthly,True
S002114,U005476,2025-05-23,Pro,14.99,Monthly,True
S002115,U005479,2024-05-23,Family,29.99,Monthly,False
S002116,U005480,2025-12-21,Pro,14.99,Annual,False
S002117,U005483,2024-05-06,Pro,14.99,Monthly,False
S002118,U005484,2024-11-08,Pro,19.99,Monthly,False
S002119,U005487,2024-07-26,Pro,14.99,Monthly,False
S002120,U005491,2024-12-25,Pro,12.99,Monthly,False
S002121,U005495,2026-01-06,Pro,19.99,Monthly,True
S002122,U005497,2024-06-29,Pro,12.99,Monthly,True
S002123,U005498,2025-09-09,Pro,19.99,Monthly,False
S002124,U005499,2025-09-08,Pro,19.99,Monthly,True
S002125,U005501,2024-12-23,Pro,19.99,Monthly,False
S002126,U005503,2024-07-12,Pro,14.99,Monthly,True
S002127,U005505,2024-12-03,Family,19.99,Monthly,False
S002128,U005506,2024-10-09,Family,19.99,Monthly,False
S002129,U005508,2026-02-02,Pro,12.99,Monthly,False
S002130,U005510,2025-04-03,Pro,19.99,Monthly,True
S002131,U005515,2024-12-23,Pro,19.99,Monthly,True
S002132,U005517,2025-04-27,Pro,19.99,Monthly,True
S002133,U005527,2024-04-16,Pro,19.99,Annual,True
S002134,U005530,2025-07-23,Pro,12.99,Monthly,True
S002135,U005535,2024-04-11,Pro,12.99,Annual,True
S002136,U005538,2025-10-26,Pro,19.99,Annual,True
S002137,U005541,2025-09-12,Family,19.99,Monthly,False
S002138,U005545,2024-03-09,Pro,14.99,Annual,True
S002139,U005547,2024-10-30,Family,29.99,Annual,True
S002140,U005550,2025-05-13,Pro,12.99,Annual,False
S002141,U005551,2025-12-09,Pro,19.99,Annual,True
S002142,U005555,2024-09-09,Family,24.99,Annual,True
S002143,U005560,2025-06-24,Pro,14.99,Annual,False
S002144,U005561,2025-06-18,Pro,12.99,Monthly,True
S002145,U005567,2025-11-21,Pro,14.99,Monthly,True
S002146,U005570,2025-12-21,Family,29.99,Monthly,True
S002147,U005571,2024-07-21,Pro,14.99,Monthly,False
S002148,U005573,2024-06-19,Pro,14.99,Annual,True
S002149,U005576,2024-08-05,Pro,19.99,Annual,True
S002150,U005577,2025-09-06,Pro,14.99,Monthly,True
S002151,U005578,2025-08-30,Pro,14.99,Monthly,False
S002152,U005579,2025-11-22,Pro,19.99,Monthly,False
S002153,U005580,2024-06-06,Pro,19.99,Monthly,True
S002154,U005582,2025-02-05,Family,24.99,Monthly,True
S002155,U005585,2025-05-28,Pro,14.99,Monthly,False
S002156,U005591,2024-03-21,Pro,19.99,Monthly,False
S002157,U005593,2024-09-05,Family,19.99,Annual,True
S002158,U005595,2025-02-03,Family,19.99,Annual,True
S002159,U005597,2025-05-21,Pro,12.99,Monthly,True
S002160,U005599,2024-03-22,Pro,14.99,Monthly,True
S002161,U005600,2024-02-22,Family,29.99,Annual,False
S002162,U005602,2025-01-04,Pro,19.99,Monthly,True
S002163,U005603,2024-05-07,Family,29.99,Monthly,False
S002164,U005606,2025-11-05,Pro,14.99,Monthly,False
S002165,U005607,2024-10-22,Family,19.99,Monthly,True
S002166,U005609,2025-09-09,Family,24.99,Monthly,False
S002167,U005614,2025-11-14,Family,24.99,Annual,True
S002168,U005615,2025-02-05,Family,29.99,Annual,False
S002169,U005616,2025-02-13,Pro,19.99,Monthly,True
S002170,U005617,2025-09-07,Family,29.99,Monthly,True
S002171,U005619,2024-03-28,Pro,19.99,Annual,True
S002172,U005620,2025-06-24,Pro,19.99,Annual,True
S002173,U005621,2024-10-21,Family,19.99,Annual,False
S002174,U005628,2025-05-29,Pro,12.99,Monthly,False
S002175,U005632,2025-07-10,Pro,14.99,Monthly,False
S002176,U005635,2024-07-31,Pro,12.99,Monthly,False
S002177,U005637,2024-04-19,Pro,19.99,Annual,False
S002178,U005642,2024-07-03,Pro,19.99,Monthly,True
S002179,U005643,2024-08-07,Family,29.99,Annual,True
S002180,U005644,2024-06-22,Pro,14.99,Monthly,True
S002181,U005645,2025-01-19,Pro,19.99,Monthly,False
S002182,U005646,2025-09-23,Pro,19.99,Monthly,True
S002183,U005648,2025-12-02,Pro,12.99,Monthly,False
S002184,U005649,2024-09-25,Family,24.99,Monthly,False
S002185,U005650,2025-03-29,Pro,12.99,Annual,True
S002186,U005655,2025-06-04,Pro,12.99,Monthly,True
S002187,U005656,2025-05-19,Pro,14.99,Monthly,True
S002188,U005660,2025-11-06,Pro,19.99,Monthly,False
S002189,U005663,2024-09-22,Pro,19.99,Annual,True
S002190,U005664,2024-03-08,Family,24.99,Monthly,True
S002191,U005665,2024-06-15,Family,29.99,Monthly,False
S002192,U005666,2025-09-07,Pro,19.99,Monthly,True
S002193,U005667,2025-09-19,Family,19.99,Monthly,True
S002194,U005668,2024-07-04,Pro,19.99,Monthly,True
S002195,U005670,2025-11-04,Pro,19.99,Annual,False
S002196,U005671,2025-07-13,Pro,19.99,Monthly,True
S002197,U005675,2024-03-15,Pro,19.99,Monthly,False
S002198,U005676,2024-07-13,Pro,19.99,Monthly,True
S002199,U005679,2025-07-25,Pro,12.99,Monthly,False
S002200,U005683,2025-11-14,Family,24.99,Monthly,True
S002201,U005684,2024-01-30,Family,24.99,Monthly,False
S002202,U005686,2024-11-11,Pro,14.99,Monthly,True
S002203,U005688,2024-08-24,Family,24.99,Annual,False
S002204,U005689,2025-04-17,Pro,12.99,Monthly,False
S002205,U005690,2025-10-08,Pro,14.99,Annual,True
S002206,U005691,2025-05-24,Pro,19.99,Monthly,True
S002207,U005694,2024-09-07,Pro,14.99,Annual,False
S002208,U005696,2025-09-18,Family,29.99,Monthly,False
S002209,U005698,2025-09-07,Pro,19.99,Monthly,True
S002210,U005699,2024-07-18,Family,29.99,Monthly,False
S002211,U005700,2025-10-25,Pro,14.99,Monthly,True
S002212,U005703,2024-10-10,Family,24.99,Annual,True
S002213,U005708,2025-09-23,Pro,19.99,Monthly,False
S002214,U005711,2024-09-30,Family,24.99,Monthly,True
S002215,U005716,2024-02-21,Pro,12.99,Monthly,False
S002216,U005718,2025-07-01,Family,29.99,Monthly,True
S002217,U005723,2025-10-08,Family,19.99,Annual,False
S002218,U005724,2024-04-29,Pro,19.99,Monthly,True
S002219,U005725,2024-07-31,Pro,14.99,Annual,False
S002220,U005726,2025-05-15,Family,29.99,Annual,True
S002221,U005728,2025-09-22,Pro,19.99,Monthly,True
S002222,U005730,2025-07-20,Pro,12.99,Monthly,False
S002223,U005731,2025-06-12,Pro,14.99,Monthly,False
S002224,U005732,2024-05-19,Pro,14.99,Annual,True
S002225,U005733,2024-05-11,Family,24.99,Annual,False
S002226,U005740,2025-12-14,Pro,14.99,Monthly,False
S002227,U005744,2025-04-02,Family,24.99,Monthly,False
S002228,U005746,2024-03-25,Pro,14.99,Annual,False
S002229,U005751,2025-06-05,Pro,14.99,Monthly,True
S002230,U005753,2025-01-30,Pro,19.99,Monthly,False
S002231,U005757,2024-04-23,Pro,19.99,Monthly,True
S002232,U005758,2025-03-28,Pro,19.99,Monthly,False
S002233,U005759,2024-06-16,Pro,19.99,Monthly,True
S002234,U005761,2025-05-27,Pro,14.99,Monthly,False
S002235,U005764,2024-11-12,Pro,12.99,Annual,True
S002236,U005768,2024-10-11,Pro,14.99,Annual,False
S002237,U005769,2024-07-26,Pro,14.99,Annual,True
S002238,U005773,2025-08-25,Family,24.99,Monthly,True
S002239,U005775,2024-06-01,Pro,19.99,Annual,False
S002240,U005776,2025-07-26,Pro,14.99,Monthly,False
S002241,U005784,2025-01-25,Pro,14.99,Monthly,False
S002242,U005791,2024-10-22,Pro,14.99,Annual,True
S002243,U005794,2025-09-03,Pro,12.99,Annual,True
S002244,U005795,2025-01-28,Pro,14.99,Monthly,True
S002245,U005796,2025-10-05,Family,29.99,Annual,True
S002246,U005797,2024-11-03,Pro,19.99,Monthly,False
S002247,U005798,2025-12-29,Family,19.99,Monthly,False
S002248,U005805,2024-08-10,Pro,14.99,Annual,False
S002249,U005809,2025-06-18,Pro,19.99,Monthly,False
S002250,U005810,2024-10-09,Pro,14.99,Monthly,True
S002251,U005813,2025-01-02,Family,24.99,Monthly,True
S002252,U005815,2025-03-10,Family,29.99,Annual,True
S002253,U005819,2024-09-30,Pro,14.99,Monthly,True
S002254,U005821,2026-01-20,Pro,14.99,Monthly,True
S002255,U005823,2024-05-16,Pro,14.99,Monthly,True
S002256,U005824,2024-08-19,Pro,12.99,Monthly,True
S002257,U005825,2025-06-27,Pro,14.99,Monthly,False
S002258,U005827,2024-12-19,Family,24.99,Monthly,False
S002259,U005829,2025-10-06,Family,24.99,Monthly,False
S002260,U005833,2024-03-16,Pro,12.99,Annual,False
S002261,U005834,2024-07-17,Family,24.99,Monthly,False
S002262,U005836,2025-11-05,Pro,14.99,Monthly,True
S002263,U005840,2025-05-08,Pro,14.99,Monthly,True
S002264,U005844,2024-04-04,Family,24.99,Monthly,False
S002265,U005845,2024-10-22,Family,24.99,Annual,False
S002266,U005848,2024-04-02,Pro,12.99,Monthly,True
S002267,U005850,2024-03-09,Pro,19.99,Monthly,False
S002268,U005852,2025-03-02,Pro,14.99,Monthly,True
S002269,U005856,2024-11-15,Pro,14.99,Monthly,False
S002270,U005858,2025-10-01,Pro,14.99,Monthly,True
S002271,U005859,2024-03-27,Pro,12.99,Monthly,True
S002272,U005861,2025-11-05,Pro,12.99,Annual,False
S002273,U005863,2025-04-27,Family,24.99,Monthly,False
S002274,U005864,2024-01-27,Pro,19.99,Annual,True
S002275,U005867,2025-07-16,Family,29.99,Monthly,False
S002276,U005868,2024-11-07,Family,29.99,Monthly,False
S002277,U005870,2024-03-10,Pro,19.99,Monthly,True
S002278,U005871,2025-10-13,Family,29.99,Annual,False
S002279,U005877,2024-07-13,Pro,14.99,Monthly,False
S002280,U005888,2025-01-12,Pro,14.99,Annual,False
S002281,U005891,2025-03-09,Family,24.99,Monthly,False
S002282,U005894,2025-07-03,Family,24.99,Monthly,True
S002283,U005895,2024-02-04,Family,24.99,Monthly,False
S002284,U005896,2026-01-12,Pro,14.99,Monthly,False
S002285,U005897,2024-03-16,Family,29.99,Monthly,True
S002286,U005898,2024-05-01,Pro,19.99,Monthly,True
S002287,U005899,2025-07-28,Family,29.99,Monthly,True
S002288,U005903,2025-01-23,Pro,19.99,Annual,False
S002289,U005904,2025-01-15,Family,29.99,Monthly,True
S002290,U005905,2024-11-12,Pro,14.99,Monthly,False
S002291,U005913,2024-10-30,Pro,19.99,Annual,True
S002292,U005915,2025-03-07,Pro,12.99,Monthly,True
S002293,U005916,2025-06-20,Family,24.99,Annual,True
S002294,U005920,2025-06-27,Pro,14.99,Monthly,True
S002295,U005923,2024-05-25,Pro,14.99,Monthly,False
S002296,U005926,2025-08-08,Pro,19.99,Annual,True
S002297,U005929,2025-12-15,Pro,19.99,Monthly,False
S002298,U005932,2025-08-12,Family,24.99,Monthly,True
S002299,U005933,2025-06-12,Family,29.99,Monthly,False
S002300,U005934,2024-10-03,Pro,14.99,Monthly,True
S002301,U005938,2025-04-30,Pro,12.99,Monthly,False
S002302,U005939,2025-09-17,Pro,19.99,Monthly,True
S002303,U005942,2024-06-06,Pro,12.99,Monthly,True
S002304,U005946,2025-11-16,Pro,19.99,Monthly,False
S002305,U005947,2024-09-18,Pro,14.99,Monthly,True
S002306,U005948,2025-12-03,Pro,19.99,Annual,False
S002307,U005951,2024-12-21,Family,19.99,Annual,False
S002308,U005955,2025-08-07,Pro,19.99,Monthly,True
S002309,U005956,2024-01-19,Pro,14.99,Annual,True
S002310,U005957,2026-01-03,Pro,14.99,Monthly,False
S002311,U005960,2024-11-30,Pro,12.99,Monthly,True
S002312,U005961,2024-04-26,Pro,19.99,Monthly,True
S002313,U005963,2025-12-10,Family,29.99,Monthly,False
S002314,U005966,2025-07-28,Pro,12.99,Annual,False
S002315,U005968,2025-05-28,Pro,12.99,Annual,True
S002316,U005969,2024-12-15,Pro,12.99,Monthly,True
S002317,U005973,2024-10-27,Pro,12.99,Monthly,False
S002318,U005979,2024-09-02,Family,24.99,Monthly,False
S002319,U005983,2024-09-02,Pro,12.99,Monthly,False
S002320,U005984,2024-08-23,Family,19.99,Monthly,True
S002321,U005990,2024-06-12,Pro,14.99,Monthly,True
S002322,U005992,2025-12-30,Pro,14.99,Monthly,True
S002323,U005994,2025-06-09,Pro,14.99,Monthly,True
S002324,U005996,2024-02-13,Family,29.99,Annual,True
S002325,U005997,2025-07-27,Pro,14.99,Annual,True
S002326,U005998,2024-03-22,Pro,19.99,Monthly,True
S002327,U006001,2025-10-12,Pro,12.99,Monthly,True
S002328,U006002,2024-12-11,Pro,14.99,Monthly,False
S002329,U006003,2025-06-25,Pro,14.99,Annual,False
S002330,U006004,2025-09-02,Pro,19.99,Monthly,False
S002331,U006005,2024-10-18,Pro,14.99,Monthly,True
S002332,U006006,2025-06-17,Pro,14.99,Monthly,True
S002333,U006007,2024-08-07,Family,24.99,Annual,True
S002334,U006008,2025-07-09,Pro,19.99,Monthly,True
S002335,U006016,2025-04-05,Pro,14.99,Monthly,True
S002336,U006020,2025-06-24,Pro,12.99,Annual,True
S002337,U006021,2025-01-08,Pro,19.99,Annual,True
S002338,U006022,2025-03-17,Pro,14.99,Monthly,True
S002339,U006023,2025-12-16,Pro,12.99,Annual,False
S002340,U006028,2025-07-08,Pro,19.99,Monthly,True
S002341,U006034,2025-12-18,Family,19.99,Monthly,False
S002342,U006037,2025-09-09,Family,19.99,Monthly,True
S002343,U006039,2024-12-11,Pro,12.99,Monthly,False
S002344,U006045,2024-10-09,Pro,12.99,Annual,True
S002345,U006046,2024-09-27,Pro,14.99,Annual,True
S002346,U006049,2025-10-26,Family,24.99,Annual,True
S002347,U006051,2025-02-09,Pro,14.99,Monthly,True
S002348,U006057,2025-12-28,Pro,14.99,Monthly,False
S002349,U006059,2025-01-24,Family,29.99,Monthly,True
S002350,U006060,2025-03-20,Pro,19.99,Annual,False
S002351,U006061,2024-11-02,Pro,14.99,Annual,False
S002352,U006063,2024-08-09,Pro,19.99,Monthly,True
S002353,U006065,2024-05-24,Family,19.99,Monthly,False
S002354,U006067,2025-12-16,Pro,19.99,Monthly,True
S002355,U006070,2024-10-27,Family,29.99,Annual,False
S002356,U006073,2025-04-06,Pro,14.99,Annual,True
S002357,U006075,2024-08-24,Pro,14.99,Monthly,True
S002358,U006077,2024-07-02,Pro,14.99,Monthly,False
S002359,U006078,2025-05-13,Pro,14.99,Annual,True
S002360,U006079,2024-02-06,Pro,14.99,Monthly,True
S002361,U006080,2024-07-26,Pro,12.99,Monthly,True
S002362,U006090,2024-10-18,Pro,14.99,Annual,True
S002363,U006094,2025-03-06,Pro,12.99,Annual,True
S002364,U006095,2024-05-03,Pro,12.99,Monthly,False
S002365,U006097,2024-07-01,Family,29.99,Monthly,False
S002366,U006098,2024-04-06,Pro,19.99,Annual,True
S002367,U006100,2024-10-08,Family,29.99,Monthly,True
S002368,U006101,2025-05-15,Pro,14.99,Monthly,True
S002369,U006103,2024-04-24,Pro,14.99,Monthly,False
S002370,U006104,2025-05-03,Pro,19.99,Monthly,True
S002371,U006105,2025-01-09,Pro,19.99,Monthly,False
S002372,U006106,2024-10-28,Pro,14.99,Monthly,False
S002373,U006109,2025-08-26,Family,29.99,Annual,False
S002374,U006111,2024-10-29,Pro,12.99,Monthly,True
S002375,U006112,2025-01-08,Family,29.99,Monthly,True
S002376,U006113,2024-02-02,Pro,14.99,Annual,False
S002377,U006116,2025-02-04,Pro,12.99,Monthly,False
S002378,U006118,2025-09-20,Pro,19.99,Monthly,False
S002379,U006119,2024-08-04,Pro,19.99,Annual,False
S002380,U006127,2025-01-07,Pro,14.99,Monthly,False
S002381,U006129,2025-12-17,Pro,12.99,Monthly,True
S002382,U006131,2025-06-16,Family,24.99,Monthly,False
S002383,U006134,2025-02-19,Family,29.99,Monthly,False
S002384,U006137,2025-05-13,Family,24.99,Monthly,False
