user_id,signup_date,country,device_type,acquisition_channel,plan_interest
U003953,2025-07-08,Canada,Desktop,Organic Search,Free
U003954,2024-12-20,France,Mobile,Referral,Pro
U003955,2025-10-13,Spain,Tablet,Organic Search,Free
U003956,2025-12-11,United States,Tablet,Email Campaign,Free
U003957,2024-01-10,United States,Desktop,Facebook Ads,Free
U003958,2024-12-09,United Kingdom,Desktop,Email Campaign,Free
U003959,2024-01-02,Germany,Desktop,Email Campaign,Free
U003960,2025-11-04,Canada,Mobile,Email Campaign,Family
U003961,2025-01-20,France,Tablet,Facebook Ads,Free
U003962,2024-11-10,United States,Mobile,Email Campaign,Pro
U003963,2024-04-16,United States,Desktop,Paid Search,Pro
U003964,2024-07-29,United States,Tablet,Paid Search,Free
U003965,2025-06-26,Canada,Desktop,Organic Search,Free
U003966,2024-08-31,United States,Tablet,Direct,Free
U003967,2025-03-05,France,Desktop,Email Campaign,Family
U003968,2025-05-18,Canada,Desktop,Facebook Ads,Free
U003969,2024-03-02,Spain,Mobile,Referral,Family
U003970,2024-05-25,United States,Desktop,Organic Search,Free
U003971,2025-12-29,United States,Mobile,Facebook Ads,Free
U003972,2024-10-13,Netherlands,Desktop,Email Campaign,Free
U003973,2024-04-05,Germany,Tablet,Organic Search,Free
U003974,2024-02-14,Canada,Mobile,Paid Search,Free
U003975,2024-08-25,Spain,Tablet,Organic Search,Free
U003976,2025-06-16,United Kingdom,Desktop,Paid Search,Free
U003977,2025-02-26,United States,Desktop,Email Campaign,Free
U003978,2025-12-18,United States,Desktop,Email Campaign,Pro
U003979,2025-01-16,Netherlands,Desktop,Email Campaign,Free
U003980,2025-04-14,United Kingdom,Mobile,Email Campaign,Pro
U003981,2024-03-27,Canada,Tablet,Paid Search,Free
U003982,2025-08-17,United States,Tablet,Organic Search,Pro
U003983,2024-04-07,United Kingdom,Desktop,Organic Search,Free
U003984,2025-06-01,Canada,Desktop,Referral,Free
U003985,2024-05-16,United Kingdom,Desktop,Paid Search,Pro
U003986,2025-10-14,Germany,Desktop,Direct,Free
U003987,2025-02-07,United Kingdom,Mobile,Paid Search,Pro
U003988,2024-03-17,Germany,Mobile,Email Campaign,Free
U003989,2025-08-29,United Kingdom,Desktop,Organic Search,Pro
U003990,2025-08-04,Netherlands,Mobile,Direct,Free
U003991,2024-03-04,France,Mobile,Direct,Free
U003992,2025-03-21,Spain,Desktop,Direct,Free
U003993,2025-11-09,United Kingdom,Mobile,Email Campaign,Free
U003994,2024-05-13,Australia,Mobile,Email Campaign,Pro
U003995,2024-08-30,Germany,Mobile,Paid Search,Free
U003996,2024-10-25,Spain,Tablet,Email Campaign,Pro
U003997,2024-09-24,Germany,Desktop,Email Campaign,Free
U003998,2024-11-18,Netherlands,Mobile,Email Campaign,Free
U003999,2025-02-06,Australia,Mobile,Email Campaign,Free
U004000,2025-12-18,France,Mobile,Email Campaign,Family
U004001,2024-11-30,United States,Desktop,Referral,Free
U004002,2024-11-21,Australia,Desktop,Referral,Free
U004003,2025-04-08,Germany,Desktop,Organic Search,Free
U004004,2024-10-05,Germany,Tablet,Paid Search,Free
U004005,2024-08-27,Australia,Mobile,Email Campaign,Family
U004006,2024-03-17,Germany,Mobile,Organic Search,Free
U004007,2024-07-26,Netherlands,Mobile,Email Campaign,Pro
U004008,2024-05-19,United Kingdom,Tablet,Referral,Free
U004009,2025-08-21,Canada,Desktop,Email Campaign,Free
U004010,2024-04-21,United Kingdom,Mobile,Direct,Free
U004011,2024-06-08,United States,Tablet,Organic Search,Pro
U004012,2024-04-18,United Kingdom,Mobile,Email Campaign,Free
U004013,2024-06-17,France,Mobile,Email Campaign,Free
U004014,2025-04-05,France,Mobile,Email Campaign,Pro
U004015,2025-04-22,United Kingdom,Tablet,Referral,Free
U004016,2024-11-17,United Kingdom,Desktop,Organic Search,Free
U004017,2025-02-20,United States,Mobile,Organic Search,Free
U004018,2024-05-03,United States,Desktop,Paid Search,Free
U004019,2025-07-02,Australia,Tablet,Email Campaign,Free
U004020,2025-01-01,United Kingdom,Desktop,Email Campaign,Free
U004021,2024-07-31,France,Desktop,Paid Search,Family
U004022,2025-04-07,Netherlands,Mobile,Direct,Pro
U004023,2024-11-11,Spain,Tablet,Paid Search,Free
U004024,2025-04-19,Spain,Desktop,Email Campaign,Family
U004025,2024-09-28,Germany,Desktop,Referral,Pro
U004026,2024-05-02,Spain,Desktop,Direct,Free
U004027,2024-04-02,Netherlands,Desktop,Referral,Pro
U004028,2024-06-10,United States,Desktop,Referral,Free
U004029,2025-12-03,United Kingdom,Tablet,Email Campaign,Family
U004030,2024-11-07,Australia,Desktop,Facebook Ads,Free
U004031,2025-12-22,Canada,Mobile,Paid Search,Free
U004032,2025-12-14,Germany,Mobile,Email Campaign,Free
U004033,2025-09-09,Canada,Desktop,Email Campaign,Family
U004034,2024-02-11,Canada,Desktop,Paid Search,Free
U004035,2024-08-08,Germany,Mobile,Email Campaign,Free
U004036,2024-12-01,Germany,Desktop,Email Campaign,Family
U004037,2024-05-31,Germany,Desktop,Email Campaign,Pro
U004038,2024-04-03,United Kingdom,Tablet,Email Campaign,Free
U004039,2025-12-29,France,Desktop,Direct,Free
U004040,2024-09-11,United Kingdom,Desktop,Paid Search,Free
U004041,2024-12-30,France,Mobile,Email Campaign,Free
U004042,2025-02-09,Germany,Mobile,Referral,Family
U004043,2025-06-09,Germany,Mobile,Organic Search,Pro
U004044,2024-02-20,Canada,Tablet,Email Campaign,Free
U004045,2025-11-24,France,Desktop,Direct,Free
U004046,2024-11-02,Canada,Tablet,Referral,Free
U004047,2024-09-23,United States,Mobile,Facebook Ads,Family
U004048,2024-06-27,Spain,Mobile,Direct,Free
U004049,2024-02-01,Australia,Mobile,Email Campaign,Free
U004050,2025-02-18,Spain,Desktop,Email Campaign,Pro
U004051,2025-04-08,Netherlands,Mobile,Paid Search,Family
U004052,2025-07-23,Australia,Desktop,Email Campaign,Free
U004053,2025-07-17,Spain,Desktop,Email Campaign,Free
U004054,2024-09-12,Germany,Desktop,Facebook Ads,Pro
U004055,2024-04-06,United States,Mobile,Email Campaign,Pro
U004056,2025-04-18,Canada,Desktop,Facebook Ads,Free
U004057,2024-04-14,United States,Tablet,Organic Search,Family
U004058,2024-05-23,United States,Mobile,Organic Search,Free
U004059,2024-05-04,Spain,Desktop,Email Campaign,Free
U004060,2024-01-13,United States,Tablet,Referral,Pro
U004061,2024-03-04,Germany,Mobile,Facebook Ads,Free
U004062,2024-08-15,France,Desktop,Referral,Pro
U004063,2024-05-13,Spain,Desktop,Facebook Ads,Free
U004064,2024-07-21,United States,Desktop,Organic Search,Family
U004065,2025-02-14,Spain,Desktop,Organic Search,Pro
U004066,2025-01-16,Germany,Mobile,Email Campaign,Free
U004067,2025-12-03,United States,Mobile,Email Campaign,Free
U004068,2025-10-07,Spain,Desktop,Referral,Pro
U004069,2025-10-22,Australia,Mobile,Email Campaign,Free
U004070,2024-03-27,United States,Mobile,Paid Search,Pro
U004071,2025-08-19,United Kingdom,Mobile,Email Campaign,Free
U004072,2025-08-23,United States,Mobile,Email Campaign,Pro
U004073,2024-09-22,United States,Desktop,Facebook Ads,Free
U004074,2024-03-17,Canada,Tablet,Paid Search,Free
U004075,2024-01-23,United States,Tablet,Direct,Pro
U004076,2024-03-07,Germany,Mobile,Referral,Free
U004077,2024-07-21,France,Mobile,Facebook Ads,Free
U004078,2025-10-23,United Kingdom,Desktop,Email Campaign,Family
U004079,2025-03-30,United States,Desktop,Paid Search,Free
U004080,2024-05-11,Germany,Mobile,Paid Search,Free
U004081,2024-04-04,Canada,Tablet,Email Campaign,Pro
U004082,2024-12-05,Canada,Desktop,Paid Search,Free
U004083,2024-05-05,Spain,Tablet,Paid Search,Pro
U004084,2024-02-13,Netherlands,Tablet,Email Campaign,Family
U004085,2025-04-17,United Kingdom,Desktop,Direct,Free
U004086,2024-02-21,United States,Mobile,Email Campaign,Pro
U004087,2024-06-21,United Kingdom,Mobile,Facebook Ads,Free
U004088,2025-08-10,France,Desktop,Organic Search,Pro
U004089,2025-03-19,United States,Tablet,Direct,Family
U004090,2025-02-08,United States,Mobile,Facebook Ads,Pro
U004091,2025-05-23,United Kingdom,Desktop,Email Campaign,Free
U004092,2024-01-31,United States,Desktop,Email Campaign,Free
U004093,2025-01-26,Germany,Desktop,Direct,Pro
U004094,2025-11-30,Germany,Desktop,Organic Search,Free
U004095,2025-03-12,United States,Mobile,Direct,Family
U004096,2024-06-25,United States,Mobile,Direct,Free
U004097,2024-12-28,Canada,Desktop,Organic Search,Pro
U004098,2024-08-07,United Kingdom,Desktop,Paid Search,Free
U004099,2024-07-10,France,Desktop,Referral,Free
U004100,2024-10-08,Germany,Tablet,Organic Search,Family
U004101,2024-10-13,France,Mobile,Referral,Free
U004102,2025-04-01,Canada,Tablet,Paid Search,Free
U004103,2024-06-01,Germany,Tablet,Facebook Ads,Pro
U004104,2024-02-05,Spain,Mobile,Direct,Free
U004105,2025-09-20,Australia,Mobile,Email Campaign,Free
U004106,2025-09-26,Spain,Desktop,Paid Search,Pro
U004107,2025-09-23,Germany,Mobile,Paid Search,Free
U004108,2024-09-08,Germany,Mobile,Facebook Ads,Pro
U004109,2025-10-24,Netherlands,Desktop,Facebook Ads,Pro
U004110,2024-10-29,Spain,Mobile,Email Campaign,Free
U004111,2025-05-25,Germany,Desktop,Organic Search,Pro
U004112,2025-02-25,United States,Tablet,Email Campaign,Pro
U004113,2025-07-17,Canada,Desktop,Email Campaign,Free
U004114,2025-05-05,United States,Mobile,Organic Search,Family
U004115,2024-03-03,Spain,Mobile,Paid Search,Pro
U004116,2024-03-30,United States,Mobile,Paid Search,Pro
U004117,2024-10-13,United States,Desktop,Referral,Free
U004118,2025-01-27,Spain,Desktop,Facebook Ads,Free
U004119,2024-05-20,United Kingdom,Desktop,Email Campaign,Free
U004120,2025-03-05,United States,Desktop,Referral,Free
U004121,2024-07-23,United Kingdom,Mobile,Organic Search,Free
U004122,2025-10-20,United Kingdom,Mobile,Email Campaign,Free
U004123,2025-06-22,Australia,Desktop,Organic Search,Free
U004124,2024-09-12,Germany,Desktop,Organic Search,Free
U004125,2025-10-07,United Kingdom,Desktop,Facebook Ads,Family
U004126,2025-07-10,United Kingdom,Mobile,Email Campaign,Free
U004127,2024-01-20,United States,Desktop,Direct,Free
U004128,2025-01-26,United States,Desktop,Email Campaign,Free
U004129,2025-12-31,France,Mobile,Email Campaign,Free
U004130,2025-01-02,Germany,Tablet,Email Campaign,Free
U004131,2025-05-06,United States,Mobile,Email Campaign,Free
U004132,2025-07-11,France,Mobile,Referral,Pro
U004133,2025-05-11,United States,Tablet,Email Campaign,Pro
U004134,2024-12-18,United Kingdom,Desktop,Referral,Pro
U004135,2025-08-02,France,Desktop,Email Campaign,Pro
U004136,2025-05-29,United States,Desktop,Email Campaign,Free
U004137,2024-11-25,Spain,Mobile,Email Campaign,Free
U004138,2025-02-01,Germany,Desktop,Organic Search,Free
U004139,2024-10-03,United States,Tablet,Email Campaign,Free
U004140,2024-07-03,France,Mobile,Email Campaign,Pro
U004141,2024-01-27,United States,Mobile,Email Campaign,Free
U004142,2024-11-22,Canada,Tablet,Direct,Free
U004143,2025-09-03,Australia,Desktop,Facebook Ads,Free
U004144,2024-08-12,Canada,Mobile,Organic Search,Family
U004145,2024-01-31,Spain,Tablet,Organic Search,Free
U004146,2024-10-14,Spain,Mobile,Email Campaign,Pro
U004147,2024-02-29,United Kingdom,Tablet,Paid Search,Free
U004148,2025-04-28,United States,Desktop,Referral,Pro
U004149,2025-06-26,Spain,Desktop,Email Campaign,Free
U004150,2025-01-01,United States,Mobile,Email Campaign,Pro
U004151,2025-08-21,Germany,Mobile,Email Campaign,Family
U004152,2024-08-26,United States,Mobile,Email Campaign,Family
U004153,2024-06-12,United States,Mobile,Facebook Ads,Free
U004154,2024-04-12,United States,Desktop,Direct,Free
U004155,2024-09-10,United States,Desktop,Organic Search,Family
U004156,2025-11-03,France,Mobile,Referral,Family
U004157,2024-09-03,Germany,Mobile,Direct,Pro
U004158,2024-09-29,France,Desktop,Organic Search,Free
U004159,2025-06-30,Germany,Desktop,Referral,Free
U004160,2024-02-27,Canada,Desktop,Facebook Ads,Pro
U004161,2024-08-12,Spain,Desktop,Email Campaign,Free
U004162,2025-08-12,Germany,Tablet,Email Campaign,Free
U004163,2025-02-01,United States,Desktop,Organic Search,Free
U004164,2024-12-29,Germany,Tablet,Email Campaign,Free
U004165,2024-06-26,France,Desktop,Paid Search,Free
U004166,2024-06-29,Netherlands,Desktop,Email Campaign,Pro
U004167,2024-08-30,United States,Desktop,Email Campaign,Family
U004168,2025-08-29,Spain,Desktop,Direct,Free
U004169,2024-11-21,Australia,Mobile,Email Campaign,Free
U004170,2025-12-15,France,Desktop,Organic Search,Free
U004171,2025-01-02,Australia,Mobile,Organic Search,Family
U004172,2025-08-28,United Kingdom,Desktop,Facebook Ads,Free
U004173,2024-01-29,France,Mobile,Email Campaign,Free
U004174,2025-12-21,Netherlands,Desktop,Email Campaign,Pro
U004175,2025-12-18,Spain,Mobile,Email Campaign,Free
U004176,2024-12-26,Canada,Desktop,Organic Search,Free
U004177,2025-08-04,Spain,Desktop,Email Campaign,Family
U004178,2025-07-31,France,Mobile,Email Campaign,Free
U004179,2024-05-25,Germany,Tablet,Email Campaign,Family
U004180,2025-07-30,United Kingdom,Desktop,Facebook Ads,Free
U004181,2024-07-11,United Kingdom,Desktop,Email Campaign,Pro
U004182,2025-05-19,Spain,Mobile,Organic Search,Free
U004183,2025-07-09,Netherlands,Mobile,Direct,Free
U004184,2024-11-12,United Kingdom,Mobile,Email Campaign,Family
U004185,2024-06-28,Germany,Mobile,Email Campaign,Free
U004186,2025-05-17,Germany,Tablet,Email Campaign,Family
U004187,2024-02-08,United States,Mobile,Email Campaign,Free
U004188,2024-04-02,Netherlands,Desktop,Email Campaign,Free
U004189,2024-02-27,United States,Mobile,Email Campaign,Pro
U004190,2024-08-26,Germany,Tablet,Direct,Free
U004191,2025-09-08,United States,Tablet,Paid Search,Free
U004192,2024-08-12,Netherlands,Desktop,Direct,Free
U004193,2024-01-21,Netherlands,Mobile,Email Campaign,Family
U004194,2025-06-23,Spain,Mobile,Direct,Free
U004195,2025-05-04,Spain,Tablet,Referral,Free
U004196,2024-01-01,United Kingdom,Desktop,Organic Search,Free
U004197,2024-12-05,Germany,Mobile,Facebook Ads,Free
U004198,2025-09-20,Canada,Tablet,Direct,Free
U004199,2024-07-25,Australia,Mobile,Facebook Ads,Free
U004200,2024-05-13,United States,Desktop,Organic Search,Family
U004201,2024-12-14,France,Mobile,Email Campaign,Pro
U004202,2024-06-30,Canada,Tablet,Referral,Family
U004203,2024-11-27,Spain,Desktop,Email Campaign,Pro
U004204,2024-03-01,Canada,Desktop,Direct,Free
U004205,2024-01-23,United Kingdom,Desktop,Direct,Pro
U004206,2024-05-31,United States,Mobile,Paid Search,Free
U004207,2025-08-23,Germany,Desktop,Direct,Free
U004208,2025-12-22,United States,Mobile,Direct,Free
U004209,2024-05-25,France,Mobile,Email Campaign,Free
U004210,2024-04-23,France,Mobile,Organic Search,Pro
U004211,2025-06-22,Canada,Tablet,Email Campaign,Pro
U004212,2025-01-08,France,Mobile,Email Campaign,Pro
U004213,2024-03-15,United Kingdom,Desktop,Email Campaign,Free
U004214,2025-01-17,Spain,Tablet,Email Campaign,Family
U004215,2025-12-22,Spain,Desktop,Email Campaign,Free
U004216,2025-11-09,Germany,Desktop,Paid Search,Free
U004217,2025-02-09,United Kingdom,Mobile,Email Campaign,Free
U004218,2025-08-23,United States,Mobile,Email Campaign,Family
U004219,2024-04-13,United States,Tablet,Direct,Pro
U004220,2024-12-10,United States,Desktop,Paid Search,Free
U004221,2024-11-05,Germany,Mobile,Email Campaign,Free
U004222,2024-11-26,France,Desktop,Email Campaign,Free
U004223,2024-05-19,United Kingdom,Desktop,Email Campaign,Free
U004224,2024-06-10,United States,Mobile,Email Campaign,Pro
U004225,2025-03-23,United States,Desktop,Email Campaign,Pro
U004226,2025-10-16,United Kingdom,Desktop,Referral,Free
U004227,2025-05-13,Spain,Tablet,Facebook Ads,Free
U004228,2025-10-26,Canada,Desktop,Email Campaign,Pro
U004229,2024-11-20,Australia,Desktop,Organic Search,Free
U004230,2024-06-27,Germany,Desktop,Email Campaign,Pro
U004231,2025-12-25,Spain,Desktop,Email Campaign,Pro
U004232,2025-07-29,Germany,Tablet,Paid Search,Free
U004233,2025-12-11,United States,Mobile,Email Campaign,Free
U004234,2025-09-20,United States,Desktop,Paid Search,Free
U004235,2024-12-31,United Kingdom,Desktop,Email Campaign,Free
U004236,2024-08-16,Spain,Desktop,Facebook Ads,Free
U004237,2025-11-12,United States,Desktop,Email Campaign,Family
U004238,2025-08-26,United States,Desktop,Email Campaign,Free
U004239,2024-06-28,Spain,Tablet,Email Campaign,Free
U004240,2025-01-22,United States,Desktop,Email Campaign,Family
U004241,2024-11-10,France,Mobile,Email Campaign,Pro
U004242,2025-12-06,Canada,Mobile,Direct,Free
U004243,2024-10-28,Netherlands,Mobile,Facebook Ads,Pro
U004244,2024-05-10,Spain,Tablet,Paid Search,Pro
U004245,2024-06-30,United Kingdom,Tablet,Organic Search,Pro
U004246,2024-01-02,Netherlands,Desktop,Email Campaign,Pro
U004247,2025-12-19,United Kingdom,Desktop,Facebook Ads,Free
U004248,2025-08-09,Canada,Tablet,Organic Search,Free
U004249,2025-02-04,France,Desktop,Referral,Free
U004250,2025-08-04,France,Mobile,Email Campaign,Free
U004251,2024-02-03,Canada,Mobile,Email Campaign,Free
U004252,2024-07-05,Canada,Tablet,Referral,Free
U004253,2025-09-08,Australia,Mobile,Email Campaign,Pro
U004254,2024-11-21,France,Desktop,Facebook Ads,Family
U004255,2025-09-18,United Kingdom,Desktop,Email Campaign,Pro
U004256,2024-08-14,United Kingdom,Desktop,Referral,Free
U004257,2025-10-16,Netherlands,Desktop,Email Campaign,Pro
U004258,2025-08-02,Spain,Desktop,Direct,Free
U004259,2024-04-16,United Kingdom,Tablet,Referral,Pro
U004260,2025-05-23,United States,Desktop,Email Campaign,Free
U004261,2024-05-24,Germany,Mobile,Paid Search,Pro
U004262,2024-12-05,United States,Mobile,Direct,Family
U004263,2024-03-20,Germany,Desktop,Direct,Free
U004264,2024-08-31,United States,Desktop,Direct,Free
U004265,2024-12-21,Germany,Tablet,Email Campaign,Free
U004266,2024-11-23,United States,Mobile,Email Campaign,Free
U004267,2024-06-20,Canada,Mobile,Direct,Family
U004268,2025-10-13,Netherlands,Tablet,Facebook Ads,Free
U004269,2024-03-31,France,Desktop,Direct,Free
U004270,2025-12-26,United States,Desktop,Email Campaign,Family
U004271,2025-11-17,Germany,Mobile,Organic Search,Family
U004272,2025-10-16,France,Mobile,Email Campaign,Free
U004273,2024-12-09,Germany,Tablet,Organic Search,Pro
U004274,2025-04-02,Australia,Desktop,Email Campaign,Family
U004275,2024-01-12,Netherlands,Desktop,Facebook Ads,Free
U004276,2024-09-28,Canada,Tablet,Email Campaign,Free
U004277,2024-08-02,United States,Mobile,Email Campaign,Family
U004278,2024-09-12,Spain,Mobile,Email Campaign,Pro
U004279,2025-12-10,Germany,Tablet,Email Campaign,Free
U004280,2024-03-10,United States,Desktop,Direct,Free
U004281,2024-12-24,United States,Mobile,Paid Search,Pro
U004282,2024-09-19,Germany,Mobile,Organic Search,Free
U004283,2024-04-20,Germany,Mobile,Email Campaign,Free
U004284,2024-01-02,France,Desktop,Email Campaign,Family
U004285,2024-02-19,France,Mobile,Email Campaign,Pro
U004286,2025-01-30,Spain,Tablet,Direct,Pro
U004287,2025-03-24,Canada,Mobile,Email Campaign,Free
U004288,2025-03-05,United Kingdom,Desktop,Direct,Free
U004289,2024-06-19,Australia,Mobile,Email Campaign,Free
U004290,2025-02-27,Canada,Mobile,Email Campaign,Free
U004291,2025-05-19,France,Mobile,Direct,Family
U004292,2025-01-22,Canada,Tablet,Email Campaign,Family
U004293,2024-12-25,Canada,Desktop,Referral,Free
U004294,2025-07-13,United States,Desktop,Organic Search,Pro
U004295,2025-01-19,Germany,Desktop,Email Campaign,Pro
U004296,2024-04-13,Australia,Mobile,Referral,Free
U004297,2025-05-05,United States,Desktop,Referral,Family
U004298,2025-08-14,United States,Desktop,Paid Search,Pro
U004299,2025-10-28,United Kingdom,Desktop,Organic Search,Free
U004300,2025-12-04,United States,Mobile,Organic Search,Pro
U004301,2024-08-18,France,Mobile,Referral,Free
U004302,2024-06-15,United States,Mobile,Direct,Free
U004303,2025-04-07,Netherlands,Mobile,Email Campaign,Free
U004304,2024-03-16,France,Desktop,Email Campaign,Free
U004305,2024-02-04,United States,Tablet,Email Campaign,Free
U004306,2024-10-28,United States,Mobile,Email Campaign,Free
U004307,2024-01-21,Australia,Desktop,Direct,Pro
U004308,2024-11-22,Germany,Desktop,Direct,Free
U004309,2024-09-24,Spain,Mobile,Email Campaign,Pro
U004310,2024-04-17,United States,Desktop,Email Campaign,Family
U004311,2024-03-16,United States,Mobile,Facebook Ads,Free
U004312,2024-12-16,Germany,Mobile,Organic Search,Pro
U004313,2024-06-23,Canada,Tablet,Paid Search,Free
U004314,2025-01-19,Germany,Desktop,Direct,Pro
U004315,2024-06-13,United States,Tablet,Email Campaign,Pro
U004316,2024-03-17,Netherlands,Desktop,Email Campaign,Free
U004317,2025-07-14,Canada,Desktop,Facebook Ads,Free
U004318,2024-04-05,United Kingdom,Desktop,Direct,Pro
U004319,2024-12-12,Germany,Desktop,Paid Search,Free
U004320,2025-08-31,Germany,Mobile,Organic Search,Free
U004321,2025-09-20,United Kingdom,Desktop,Referral,Pro
U004322,2025-05-09,United Kingdom,Mobile,Email Campaign,Free
U004323,2025-12-22,Spain,Mobile,Referral,Pro
U004324,2024-02-01,United Kingdom,Tablet,Direct,Free
U004325,2025-03-17,Canada,Mobile,Email Campaign,Pro
U004326,2025-10-31,Germany,Mobile,Organic Search,Free
U004327,2024-06-17,Canada,Desktop,Paid Search,Pro
U004328,2025-09-13,United States,Desktop,Direct,Free
U004329,2025-03-20,Netherlands,Mobile,Direct,Pro
U004330,2024-06-09,Germany,Mobile,Email Campaign,Free
U004331,2024-02-24,United Kingdom,Desktop,Email Campaign,Free
U004332,2024-04-13,Germany,Mobile,Direct,Free
U004333,2024-12-05,Netherlands,Desktop,Email Campaign,Free
U004334,2024-07-29,United States,Tablet,Paid Search,Family
U004335,2024-07-13,United States,Desktop,Paid Search,Free
U004336,2025-02-23,Spain,Mobile,Email Campaign,Free
U004337,2025-12-14,Germany,Mobile,Referral,Pro
U004338,2025-07-21,France,Desktop,Email Campaign,Pro
U004339,2025-07-07,Spain,Desktop,Paid Search,Free
U004340,2024-09-28,United Kingdom,Desktop,Email Campaign,Pro
U004341,2025-11-07,France,Desktop,Email Campaign,Free
U004342,2024-10-15,Netherlands,Tablet,Email Campaign,Family
U004343,2024-10-31,Spain,Desktop,Paid Search,Free
U004344,2024-08-31,United States,Mobile,Paid Search,Pro
U004345,2024-04-08,United Kingdom,Mobile,Email Campaign,Free
U004346,2024-02-20,Spain,Mobile,Paid Search,Free
U004347,2025-02-06,United Kingdom,Mobile,Email Campaign,Free
U004348,2025-08-08,Netherlands,Desktop,Email Campaign,Pro
U004349,2025-07-16,Canada,Mobile,Referral,Family
U004350,2025-05-17,United Kingdom,Mobile,Paid Search,Family
U004351,2024-06-06,Spain,Mobile,Organic Search,Pro
U004352,2024-02-25,Netherlands,Mobile,Facebook Ads,Free
U004353,2025-01-04,United States,Mobile,Paid Search,Free
U004354,2024-01-04,United States,Desktop,Organic Search,Family
U004355,2025-03-13,France,Desktop,Direct,Pro
U004356,2024-03-30,Australia,Desktop,Facebook Ads,Family
U004357,2024-10-28,United Kingdom,Desktop,Organic Search,Free
U004358,2025-11-08,Australia,Desktop,Email Campaign,Family
U004359,2025-10-02,France,Desktop,Organic Search,Free
U004360,2025-09-06,Germany,Mobile,Referral,Family
U004361,2025-05-06,France,Mobile,Email Campaign,Free
U004362,2024-07-23,United States,Desktop,Organic Search,Free
U004363,2024-04-09,United Kingdom,Desktop,Email Campaign,Free
U004364,2024-01-27,France,Desktop,Facebook Ads,Free
U004365,2024-07-30,Australia,Desktop,Organic Search,Free
U004366,2024-06-23,United States,Desktop,Email Campaign,Free
U004367,2025-10-15,Germany,Mobile,Referral,Free
U004368,2024-10-25,Australia,Desktop,Email Campaign,Free
U004369,2024-03-24,Germany,Desktop,Facebook Ads,Free
U004370,2025-04-29,United Kingdom,Tablet,Email Campaign,Free
U004371,2024-04-28,France,Tablet,Email Campaign,Free
U004372,2024-11-11,Canada,Desktop,Referral,Free
U004373,2025-02-11,Canada,Tablet,Email Campaign,Free
U004374,2025-04-27,Australia,Desktop,Paid Search,Free
U004375,2025-05-15,Germany,Mobile,Referral,Family
U004376,2025-11-07,United Kingdom,Desktop,Email Campaign,Free
U004377,2024-09-28,France,Mobile,Direct,Pro
U004378,2024-04-03,United States,Tablet,Organic Search,Free
U004379,2025-10-19,United States,Mobile,Email Campaign,Family
U004380,2025-07-11,Spain,Mobile,Email Campaign,Free
U004381,2025-01-31,France,Mobile,Referral,Pro
U004382,2024-07-08,United States,Mobile,Email Campaign,Family
U004383,2025-01-14,Canada,Mobile,Email Campaign,Free
U004384,2025-01-25,Germany,Tablet,Email Campaign,Family
U004385,2025-01-13,United States,Tablet,Email Campaign,Free
U004386,2024-07-10,Germany,Mobile,Direct,Family
U004387,2025-04-01,Germany,Mobile,Email Campaign,Free
U004388,2024-02-15,Canada,Mobile,Referral,Free
U004389,2024-09-26,Germany,Mobile,Email Campaign,Free
U004390,2025-03-26,United Kingdom,Desktop,Email Campaign,Family
U004391,2025-04-21,Spain,Mobile,Direct,Free
U004392,2024-09-26,Spain,Mobile,Email Campaign,Family
U004393,2024-08-19,Netherlands,Mobile,Email Campaign,Family
U004394,2024-10-02,France,Desktop,Referral,Pro
U004395,2025-07-31,United States,Desktop,Organic Search,Pro
U004396,2024-03-04,Germany,Desktop,Organic Search,Pro
U004397,2024-06-03,United Kingdom,Desktop,Email Campaign,Free
U004398,2025-12-14,United Kingdom,Mobile,Paid Search,Pro
U004399,2025-11-14,United States,Desktop,Email Campaign,Pro
U004400,2024-04-09,United States,Desktop,Email Campaign,Pro
U004401,2024-03-28,United Kingdom,Mobile,Organic Search,Free
U004402,2025-11-15,United States,Desktop,Organic Search,Free
U004403,2024-12-18,Germany,Desktop,Organic Search,Free
U004404,2025-07-08,Netherlands,Desktop,Email Campaign,Free
U004405,2025-02-27,Germany,Mobile,Email Campaign,Free
U004406,2025-08-26,United States,Mobile,Email Campaign,Family
U004407,2024-08-20,Germany,Mobile,Email Campaign,Free
U004408,2025-07-20,France,Tablet,Email Campaign,Free
U004409,2024-03-03,Germany,Mobile,Referral,Free
U004410,2025-01-31,United States,Desktop,Referral,Pro
U004411,2025-06-19,United Kingdom,Mobile,Facebook Ads,Free
U004412,2025-03-04,Australia,Tablet,Organic Search,Pro
U004413,2025-07-02,United Kingdom,Tablet,Facebook Ads,Free
U004414,2025-12-04,France,Mobile,Paid Search,Pro
U004415,2025-05-01,United States,Tablet,Organic Search,Family
U004416,2025-08-09,Germany,Desktop,Email Campaign,Family
U004417,2024-08-29,Spain,Desktop,Direct,Free
U004418,2025-05-02,Germany,Mobile,Organic Search,Pro
U004419,2024-11-02,Spain,Desktop,Direct,Free
U004420,2024-03-21,Spain,Desktop,Email Campaign,Free
U004421,2025-02-08,Germany,Mobile,Email Campaign,Free
U004422,2024-02-05,France,Tablet,Organic Search,Pro
U004423,2025-05-29,Spain,Mobile,Paid Search,Free
U004424,2025-08-07,Canada,Desktop,Organic Search,Free
U004425,2025-06-13,United States,Mobile,Email Campaign,Pro
